Model Year,Make,Model,Vehicle Class,Engine Size,Cylinders,Transmission,Fuel Type,City (L/100 km),Hwy (L/100 km),Comb (L/100 km),CO2 Emissions
2021,Ford,Bronco Sasquatch 4WD,SUV: Small,2.7,6,AS10,X,14,13.9,13.9,327
2021,Ford,Bronco Sport 4WD,SUV: Small,1.5,3,A8,X,9.3,8.3,8.9,209
2021,Ford,Bronco Sport 4WD,SUV: Small,2,4,AS8,X,11.1,8.9,10.1,238
2021,Ford,EcoSport,SUV: Small,1,3,AS6,X,8.6,8.1,8.4,197
2021,Ford,EcoSport AWD,SUV: Small,2,4,AS6,X,10.2,8,9.2,217
2021,Ford,Edge,SUV: Small,2,4,A8,X,11.2,8.1,9.8,229
2021,Ford,Edge AWD,SUV: Small,2,4,A8,X,11.5,8.3,10,236
2021,Ford,Edge AWD,SUV: Small,2,4,AS8,X,11.5,8.3,10.1,237
2021,Ford,Edge AWD,SUV: Small,2.7,6,AS8,X,12.6,9.3,11.1,262
2021,Ford,Escape,SUV: Small,1.5,3,A8,X,8.5,6.8,7.8,182
2021,Ford,Escape AWD,SUV: Small,1.5,3,A8,X,9,7.6,8.4,198
2021,Ford,Escape AWD,SUV: Small,2,4,A8,X,10.4,7.5,9.1,213
2021,Ford,Escape Hybrid,SUV: Small,2.5,4,AV,X,5.4,6.3,5.8,136
2021,Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,X,5.5,6.4,5.9,139
2021,Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,X,14.1,10.7,12.6,295
2021,Ford,Expedition MAX 4X4,SUV: Standard,3.5,6,AS10,X,14.7,11.2,13.1,308
2021,Ford,Explorer AWD,SUV: Standard,2.3,4,A10,X,11.7,8.6,10.3,242
2021,Ford,Explorer AWD,SUV: Standard,2.3,4,AS10,X,11.7,8.6,10.3,242
2021,Ford,Explorer AWD,SUV: Standard,3,6,AS10,X,13.4,9.8,11.8,277
2021,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4,AS10,X,12.2,10.4,11.4,268
2021,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,X,10.1,9,9.6,225
2021,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12,9.3,10.8,253
2021,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,X,12,9.8,11,259
2021,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,E,16.6,12.6,14.8,242
2021,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,13.1,10,11.7,274
2021,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,X,14,10,12.2,287
2021,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,E,20.9,13.6,17.6,291
2021,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,14.5,10.3,12.6,296
2021,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,E,19.8,13.7,17.1,284
2021,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,12.8,10,11.5,271
2021,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS10,X,13.5,10,11.9,280
2021,Ford,F-150 4X4,Pickup truck: Standard,3,6,AS10,D,11.9,9.1,10.7,287
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,X,12.5,10.7,11.7,275
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,E,17.2,13.1,15.4,252
2021,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,13.5,10.2,12,282
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,X,14.8,10.9,13.1,307
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,E,21.5,14.5,18.3,303
2021,Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,15.4,11,13.4,315
2021,Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5,8,AS10,E,21,14.7,18.1,301
2021,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,15.8,13.2,14.6,344
2021,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,16.8,13.2,15.2,357
2021,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6,AS10,X,16,14.4,15.3,359
2021,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,16.6,14.8,15.8,370
2021,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.3,11.8,13.2,310
2021,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,14.7,11.7,13.3,313
2021,Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6,AS10,X,9.5,9.1,9.3,217
2021,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,X,9.8,9.7,9.8,229
2021,Ford,GT,Two-seater,3.5,6,AM7,Z,19.8,12.8,16.6,393
2021,Ford,Mustang,Subcompact,2.3,4,A10,X,11,7.5,9.4,221
2021,Ford,Mustang,Subcompact,2.3,4,AS10,X,11,7.5,9.4,222
2021,Ford,Mustang (High Performance),Subcompact,2.3,4,AS10,X,11.7,8.6,10.3,242
2021,Ford,Mustang,Subcompact,2.3,4,M6,X,11.4,8.1,9.9,233
2021,Ford,Mustang (High Performance),Subcompact,2.3,4,M6,X,11.9,8.7,10.5,246
2021,Ford,Mustang,Subcompact,5,8,AS10,X,15.3,9.8,12.8,300
2021,Ford,Mustang,Subcompact,5,8,M6,X,16.2,10,13.4,314
2021,Ford,Mustang Convertible,Subcompact,2.3,4,A10,X,12,8.5,10.4,244
2021,Ford,Mustang Convertible,Subcompact,2.3,4,AS10,X,11.9,8.4,10.3,241
2021,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,AS10,X,12.1,8.9,10.7,251
2021,Ford,Mustang Convertible,Subcompact,2.3,4,M6,X,11.8,8.6,10.4,244
2021,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,M6,X,12.4,9.3,11,258
2021,Ford,Mustang Convertible,Subcompact,5,8,AS10,X,15.8,10.4,13.3,312
2021,Ford,Mustang Mach 1,Subcompact,5,8,AS10,X,15.3,10.1,12.9,303
2021,Ford,Mustang Mach 1,Subcompact,5,8,M6,X,16.6,10.5,13.9,325
2021,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,11.8,9.8,10.9,256
2021,Ford,Ranger 4WD Tremor,Pickup truck: Standard,2.3,4,AS10,X,12.1,12.3,12.2,287
2021,Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,Z,19.9,12.8,16.7,393
2021,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,X,16.2,12.4,14.5,341
2021,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,E,21.6,16.4,19.3,321
2021,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,X,16.8,13,15.1,354
2021,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,E,22.3,17,19.9,331
2021,Ford,Transit Connect Van,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,217
2021,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,217
2021,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,E,13.3,11.8,12.6,209
2021,Ford,Transit Connect Van,Special purpose vehicle,2.5,4,AS6,X,12,8.8,10.6,247
2021,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,214
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,214
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,E,13.7,11.1,12.5,208
2021,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,X,12.1,9,10.7,251
2021,Genesis,G70,Compact,2,4,M6,Z,12.8,8.5,10.9,255
2021,Genesis,G70 AWD,Compact,2,4,AS8,Z,11.4,8.5,10.1,236
2021,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.1,9.5,12,284
2021,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,10.8,7.9,9.5,225
2021,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,12.9,9,11.2,262
2021,Genesis,G90 AWD,Full-size,5,8,AS8,Z,15,10.1,12.8,303
2021,Genesis,GV80 AWD,SUV: Standard,2.5,4,AS8,Z,11.3,9.5,10.5,248
2021,Genesis,GV80 AWD,SUV: Standard,3.5,6,AS8,Z,12.9,10.4,11.8,279
2021,GMC,Acadia,SUV: Standard,2,4,A9,X,10.6,8,9.4,221
2021,GMC,Acadia,SUV: Standard,2.5,4,A9,X,11.3,8.9,10.2,238
2021,GMC,Acadia,SUV: Standard,3.6,6,A9,X,12.2,8.8,10.7,250
2021,GMC,Acadia AWD,SUV: Standard,2,4,A9,X,10.6,8.7,9.7,227
2021,GMC,Acadia AWD,SUV: Standard,3.6,6,A9,X,12.5,9,10.9,256
2021,GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,12.2,9.4,10.9,257
2021,GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,294
2021,GMC,Canyon,Pickup truck: Small,3.6,6,A8,X,12.9,9.3,11.3,263
2021,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,12.7,9.9,11.4,268
2021,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,294
2021,GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,X,14.9,10.9,13.1,306
2021,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,263
2021,GMC,Sierra WT,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,263
2021,GMC,Sierra,Pickup truck: Standard,3,6,A10,D,10.2,7.8,9.1,245
2021,GMC,Sierra,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,318
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A6,X,15.8,11.4,13.8,325
2021,GMC,Sierra (Without AFM),Pickup truck: Standard,5.3,8,A6,X,16.7,11.4,14.3,336
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,340
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,E,21.5,16,19,315
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,X,14,10.1,12.3,288
2021,GMC,Sierra (Without DFM),Pickup truck: Standard,5.3,8,A8,X,16,10.9,13.7,321
2021,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,13,11.4,12.3,288
2021,GMC,Sierra 4WD WT,Pickup truck: Standard,2.7,4,A8,X,13.3,11.8,12.6,295
2021,GMC,Sierra 4WD,Pickup truck: Standard,3,6,A10,D,10.6,9.2,10,268
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,3,6,A10,D,10.6,9.2,10,268
2021,GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,X,15.8,11.9,14,329
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,X,16,11.8,14.1,331
2021,GMC,Sierra 4WD (Without AFM),Pickup truck: Standard,5.3,8,A6,X,17.3,11.8,14.8,348
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,347
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22,16.4,19.5,326
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,X,16.7,13.1,15.1,355
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,313
2021,GMC,Sierra 4WD (Without DFM),Pickup truck: Standard,5.3,8,A8,X,17.4,11.7,14.8,349
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,312
2021,GMC,Sierra 4WD AT4 (Without DFM),Pickup truck: Standard,5.3,8,A8,X,17.4,11.7,14.8,348
